Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:,Số Km đã đi:
Mazda CX5 2.0 AT - 2018, Xe cũ,645 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-5427280," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động, đã đi 80,000 km ... ",Mã: 5427280,2018.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xanh,Đen,5 chỗ,5 cửa,"80,000 Km"
Volvo XC60 Ultimate Bright B6 AWD - 2023, Xe mới,2 Tỷ 20 Triệu,Đà Nẵng,https://bonbanh.com/xe-volvo-xc60-ultimate-bright-b6-awd-2023-4136035," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 4136035,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  2.0 L,Trắng,Nâu,5 chỗ,5 cửa,
Toyota Camry 2.4G - 2008, Xe cũ,315 Triệu,Bình Dương,https://bonbanh.com/xe-toyota-camry-2.4g-2008-5344688," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.4 L, số tự động, đã đi 108,000 km ... ",Mã: 5344688,2008.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.4 L,Bạc,Nhiều màu,5 chỗ,4 cửa,"108,000 Km"
Toyota Innova 2.0V - 2017, Xe cũ,605 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0v-2017-5412398," *Xe lắp ráp trong nước, màu đồng, máy xăng 2.0 L, số tự động, đã đi 75,540 km ... ",Mã: 5412398,2017.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đồng,Nâu,7 chỗ,5 cửa,"75,540 Km"
Mitsubishi Xpander Premium 1.5 AT - 2022, Xe cũ,605 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2022-5404531," *Xe nhập khẩu, màu nâu, máy xăng 1.5 L, số tự động, đã đi 10,000 km ... ",Mã: 5404531,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Nâu,Đen,7 chỗ,5 cửa,"10,000 Km"
Toyota Innova 2.0G - 2018, Xe cũ,600 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0g-2018-5438093," *Xe lắp ráp trong nước, màu đồng, máy xăng 2.0 L, số tự động, đã đi 72,922 km ... ",Mã: 5438093,2018.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đồng,Nâu,8 chỗ,5 cửa,"72,922 Km"
BMW 7 Series 730Li - 2022, Xe cũ,3 Tỷ 650 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-7_series-730li-2022-5353813," *Xe nhập khẩu, màu cát, máy xăng 2.0 L, số tự động, đã đi 10,000 km ... ",Mã: 5353813,2022.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.0 L,Cát,Nâu,5 chỗ,4 cửa,"10,000 Km"
Ford Explorer Limited 2.3L EcoBoost - 2022, Xe cũ,1 Tỷ 890 Triệu,Hà Nội,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2022-5301802," *Xe nhập khẩu, màu trắng, máy xăng 2.3 L, số tự động, đã đi 38,000 km ... ",Mã: 5301802,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.3 L,Trắng,Đen,7 chỗ,5 cửa,"38,000 Km"
LandRover Range Rover Sport HSE 3.0 I6 - 2021, Xe mới,7 Tỷ 55 Triệu,TP HCM,https://bonbanh.com/xe-landrover-range_rover_sport-hse-3.0-i6-2021-3082772," *Xe nhập khẩu, màu đỏ, máy xăng 3.0 L, số tự động ... ",Mã: 3082772,2021.0,Xe mới,Nhập khẩu,SUV,Xăng  3.0 L,Đỏ,Đen,7 chỗ,5 cửa,
Mercedes Benz C class C200 Avantgarde Plus - 2022, Xe cũ,1 Tỷ 559 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-4868610," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.5 L, số tự động, đã đi 500 km ... ",Mã: 4868610,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Xanh,Đen,5 chỗ,4 cửa,500 Km
Chevrolet Lacetti 1.6 - 2011, Xe cũ,135 Triệu,Hà Nội,https://bonbanh.com/xe-chevrolet-lacetti-1.6-2011-5178716," *Xe lắp ráp trong nước, màu đen, máy xăng 1.6 L, số tay, đã đi 120,000 km ... ",Mã: 5178716,2011.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Đen,Ghi,5 chỗ,4 cửa,"120,000 Km"
Kia Seltos Luxury 1.4 AT - 2023, Xe mới,649 Triệu,Hà Nội,https://bonbanh.com/xe-kia-seltos-luxury-1.4-at-2023-3416019," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tự động ... ",Mã: 3416019,2023.0,Xe mới,Lắp ráp trong nước,Crossover,Xăng  1.4 L,Trắng,Đen,5 chỗ,5 cửa,
Toyota Vios G 1.5 CVT - 2024, Xe mới,592 Triệu,TP HCM,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2024-5040612," *Xe lắp ráp trong nước, màu cát, máy xăng 1.5 L, số tự động ... ",Mã: 5040612,2024.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Cát,Đen,5 chỗ,4 cửa,
Mercedes Benz GLE Class GLE 450 4Matic - 2022, Xe mới,4 Tỷ 669 Triệu,Khánh Hòa,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2022-4022927," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động ... ",Mã: 4022927,2022.0,Xe mới,Nhập khẩu,SUV,Xăng  3.0 L,Đen,Kem,5 chỗ,5 cửa,
VinFast VF8 Plus - 2023, Xe mới,1 Tỷ 270 Triệu,TP HCM,https://bonbanh.com/xe-vinfast-vf8-plus-2023-4872943," *Xe lắp ráp trong nước, màu đỏ, xe điện , số tự động ... ",Mã: 4872943,2023.0,Xe mới,Lắp ráp trong nước,SUV,Điện  0.2 L,Đỏ,Kem,5 chỗ,5 cửa,
Mercedes Benz GLC 300 4matic - 2023, Xe mới,2 Tỷ 799 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-4981943," *Xe lắp ráp trong nước, màu đen, máy xăng , số tự động ... ",Mã: 4981943,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng,Đen,Nhiều màu,5 chỗ,5 cửa,
Chevrolet Captiva LTZ 2.4 AT - 2016, Xe cũ,379 Triệu,Hà Nội,https://bonbanh.com/xe-chevrolet-captiva-ltz-2.4-at-2016-5428763," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.4 L, số tự động, đã đi 86,000 km ... ",Mã: 5428763,2016.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.4 L,Trắng,Kem,7 chỗ,5 cửa,"86,000 Km"
Toyota Innova 2.0E - 2018, Xe cũ,465 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5449920," *Xe lắp ráp trong nước, máy xăng 2.0 L, số tay, đã đi 92,000 km ... ",Mã: 5449920,2018.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,-,-,8 chỗ,5 cửa,"92,000 Km"
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022, Xe cũ,1 Tỷ 195 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-5404072," *Xe lắp ráp trong nước, màu đỏ, máy dầu 2.2 L, số tự động, đã đi 31,000 km ... ",Mã: 5404072,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.2 L,Đỏ,Nâu,7 chỗ,5 cửa,"31,000 Km"
Ford Ranger XLS 2.0L 4x2 AT - 2024, Xe mới,672 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2024-5397369," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.0 L, số tự động ... ",Mã: 5397369,2024.0,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Trắng,Đen,5 chỗ,4 cửa,
BMW X3 xDrive30i M Sport - 2022, Xe mới,2 Tỷ 175 Triệu,TP HCM,https://bonbanh.com/xe-bmw-x3-xdrive30i-m-sport-2022-4755526," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 4755526,2022.0,Xe mới,Nhập khẩu,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,
Nissan Navara VL 2.3 AT 4WD Cao cấp - 2022, Xe mới,780 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-navara-vl-2.3-at-4wd-cao-cap-2022-4423689," *Xe nhập khẩu, màu đen, máy dầu 2.3 L, số tự động ... ",Mã: 4423689,2022.0,Xe mới,Nhập khẩu,Bán tải / Pickup,Dầu  2.3 L,Đen,Đen,5 chỗ,4 cửa,
Toyota Fortuner 2.4G 4x2 MT - 2016, Xe cũ,668 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2016-5326336," *Xe nhập khẩu, màu trắng, máy dầu 2.4 L, số tay, đã đi 71,000 km ... ",Mã: 5326336,2016.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.4 L,Trắng,Đen,7 chỗ,5 cửa,"71,000 Km"
Lexus RX 300 - 2022, Xe cũ,3 Tỷ 120 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-rx-300-2022-5350308," *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động, đã đi 18,000 km ... ",Mã: 5350308,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Xanh,Nâu,5 chỗ,5 cửa,"18,000 Km"
Lexus ES 250 - 2023, Xe mới,2 Tỷ 620 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-250-2023-5240231," *Xe nhập khẩu, màu đen, máy xăng 2.5 L, số tự động ... ",Mã: 5240231,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  2.5 L,Đen,Nâu,5 chỗ,4 cửa,
Mercedes Benz GL GL 320 CDI 4Matic - 2008, Xe cũ,630 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gl-gl-320-cdi-4matic-2008-5300823," *Xe nhập khẩu, màu đen, máy dầu 3.0 L, số tự động ... ",Mã: 5300823,2008.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  3.0 L,Đen,Vàng,7 chỗ,5 cửa,0 Km
Hyundai Elantra 1.6 AT - 2021, Xe cũ,512 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2021-5419012," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động, đã đi 40,000 km ... ",Mã: 5419012,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Trắng,Kem,5 chỗ,4 cửa,"40,000 Km"
Hyundai Accent 1.4 MT Base - 2019, Xe cũ,325 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-mt-base-2019-5432712," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tay, đã đi 63,000 km ... ",Mã: 5432712,2019.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.4 L,Trắng,Kem,5 chỗ,4 cửa,"63,000 Km"
Honda CRV G - 2018, Xe cũ,696 Triệu,Hà Nội,https://bonbanh.com/xe-honda-crv-g-2018-5429228," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 79,000 km ... ",Mã: 5429228,2018.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa,"79,000 Km"
Ford EcoSport Titanium 1.5L AT - 2018, Xe cũ,419 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-5436682," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động, đã đi 45,000 km ... ",Mã: 5436682,2018.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đen,Đen,5 chỗ,5 cửa,"45,000 Km"
Mitsubishi Attrage 1.2 MT - 2020, Xe cũ,275 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-attrage-1.2-mt-2020-5423385," *Xe nhập khẩu, màu trắng, máy xăng 1.2 L, số tay, đã đi 60,000 km ... ",Mã: 5423385,2020.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  1.2 L,Trắng,Đen,5 chỗ,4 cửa,"60,000 Km"
Toyota Prado GX 2.7 AT - 2007, Xe cũ,369 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-prado-gx-2.7-at-2007-5424948," *Xe nhập khẩu, màu đen, máy xăng 2.7 L, số tự động, đã đi 180,000 km ... ",Mã: 5424948,2007.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.7 L,Đen,Ghi,7 chỗ,5 cửa,"180,000 Km"
Mitsubishi Triton Athlete 4x2 AT - 2023, Xe mới,720 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x2-at-2023-5099615," *Xe nhập khẩu, màu trắng, máy dầu 2.4 L, số tự động ... ",Mã: 5099615,2023.0,Xe mới,Nhập khẩu,Bán tải / Pickup,Dầu  2.4 L,Trắng,Nhiều màu,5 chỗ,4 cửa,
Ford Transit Tiêu chuẩn - 2024, Xe mới,798 Triệu,TP HCM,https://bonbanh.com/xe-ford-transit-tieu-chuan-2024-5390520," *Xe lắp ráp trong nước, màu đen, máy dầu 2.2 L, số tay ... ",Mã: 5390520,2024.0,Xe mới,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Đen,Xám,16 chỗ,4 cửa,
Mazda 3 1.5L Premium - 2023, Xe mới,729 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-premium-2023-5133918," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5133918,2023.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,-,5 chỗ,4 cửa,
Mercedes Benz C class C200 Avantgarde - 2022, Xe cũ,1 Tỷ 329 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-5413627," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.5 L, số tự động, đã đi 6,000 km ... ",Mã: 5413627,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Xanh,Đen,5 chỗ,4 cửa,"6,000 Km"
Mercedes Benz C class C300 AMG - 2020, Xe cũ,1 Tỷ 299 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2020-5433291," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 26,000 km ... ",Mã: 5433291,2020.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Đen,5 chỗ,4 cửa,"26,000 Km"
Mercedes Benz GLB 35 4Matic - 2022, Xe cũ,2 Tỷ 920 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glb-35-4matic-2022-4868672," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 300 km ... ",Mã: 4868672,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Đen,Đen,7 chỗ,5 cửa,300 Km
Lexus GX 460 - 2010, Xe cũ,1 Tỷ 280 Triệu,Thái Nguyên,https://bonbanh.com/xe-lexus-gx-460-2010-5358576," *Xe nhập khẩu, màu xanh, máy xăng 4.6 L, số tự động, đã đi 66,000 km ... ",Mã: 5358576,2010.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  4.6 L,Xanh,Kem,7 chỗ,5 cửa,"66,000 Km"
Mercedes Benz S class S450L Luxury - 2019, Xe cũ,2 Tỷ 850 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-luxury-2019-5389588," *Xe lắp ráp trong nước, màu trắng, máy xăng 3.0 L, số tự động, đã đi 44,000 km ... ",Mã: 5389588,2019.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  3.0 L,Trắng,Kem,5 chỗ,4 cửa,"44,000 Km"
Porsche Cayenne 3.6 V6 - 2007, Xe cũ,520 Triệu,Hà Nội,https://bonbanh.com/xe-porsche-cayenne-3.6-v6-2007-5421559," *Xe nhập khẩu, máy xăng 3.6 L, số tự động, đã đi 96,000 km ... ",Mã: 5421559,2007.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.6 L,Màu khác,Cam,5 chỗ,5 cửa,"96,000 Km"
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021, Xe cũ,725 Triệu,TP HCM,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5421267," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 26,000 km ... ",Mã: 5421267,2021.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đỏ,Kem,5 chỗ,5 cửa,"26,000 Km"
Mercedes Benz C class C180 AMG - 2021, Xe cũ,1 Tỷ 99 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c180-amg-2021-5450749," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 18,000 km ... ",Mã: 5450749,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa,"18,000 Km"
Toyota Fortuner 2.8V 4x4 AT - 2018, Xe cũ,895 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.8v-4x4-at-2018-5431775," *Xe nhập khẩu, màu đen, máy dầu 2.8 L, số tự động, đã đi 79,000 km ... ",Mã: 5431775,2018.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.8 L,Đen,Nâu,7 chỗ,5 cửa,"79,000 Km"
Mercedes Benz C class C180 AMG - 2021, Xe cũ,1 Tỷ 58 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c180-amg-2021-5441535," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động, đã đi 22,222 km ... ",Mã: 5441535,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Đen,5 chỗ,4 cửa,"22,222 Km"
Mazda CX 30 Luxury 2.0 AT - 2023, Xe mới,689 Triệu,Thanh Hóa,https://bonbanh.com/xe-mazda-cx-30-luxury-2.0-at-2023-3777247," *Xe nhập khẩu, màu đỏ, máy xăng 2.0 L, số tự động ... ",Mã: 3777247,2023.0,Xe mới,Nhập khẩu,Crossover,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa,
Nissan X trail 2.5 SV 4WD - 2016, Xe cũ,535 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-x_trail-2.5-sv-4wd-2016-5431767," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.5 L, số tự động, đã đi 68,000 km ... ",Mã: 5431767,2016.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.5 L,Trắng,Đen,7 chỗ,5 cửa,"68,000 Km"
Mitsubishi Pajero Sport 2.4D 4x4 AT - 2021, Xe cũ,989 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x4-at-2021-5444487," *Xe nhập khẩu, màu đen, máy dầu 2.4 L, số tự động, đã đi 58,000 km ... ",Mã: 5444487,2021.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.4 L,Đen,Đen,7 chỗ,5 cửa,"58,000 Km"
Mini Cooper S 5Dr - 2018, Xe cũ,1 Tỷ 399 Triệu,Hà Nội,https://bonbanh.com/xe-mini-cooper-s-5dr-2018-5222852," *Xe nhập khẩu, màu vàng, máy xăng 2.0 L, số tự động ... ",Mã: 5222852,2018.0,Xe đã dùng,Nhập khẩu,Hatchback,Xăng  2.0 L,Vàng,Đen,5 chỗ,5 cửa,0 Km
Mitsubishi Mirage 1.2 CVT Eco - 2018, Xe cũ,279 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-mirage-1.2-cvt-eco-2018-5437871," *Xe nhập khẩu, màu trắng, máy xăng 1.2 L, số tự động, đã đi 58,000 km ... ",Mã: 5437871,2018.0,Xe đã dùng,Nhập khẩu,Hatchback,Xăng  1.2 L,Trắng,Nhiều màu,5 chỗ,5 cửa,"58,000 Km"
Kia Morning GT-Line - 2022, Xe cũ,395 Triệu,Hà Nội,https://bonbanh.com/xe-kia-morning-gt-line-2022-5443363," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.25 L, số tự động, đã đi 16,000 km ... ",Mã: 5443363,2022.0,Xe đã dùng,Lắp ráp trong nước,Hatchback,Xăng  1.25 L,Trắng,Đen,5 chỗ,5 cửa,"16,000 Km"
Honda CRV 2.4 AT - 2008, Xe cũ,280 Triệu,Hà Nội,https://bonbanh.com/xe-honda-crv-2.4-at-2008-5410783," *Xe lắp ráp trong nước, màu đen, máy xăng 2.4 L, số tự động ... ",Mã: 5410783,2008.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.4 L,Đen,Đen,5 chỗ,5 cửa,0 Km
Mercedes Benz GLC 300 4Matic - 2017, Xe cũ,1 Tỷ 159 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5421185," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 47,000 km ... ",Mã: 5421185,2017.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Kem,5 chỗ,5 cửa,"47,000 Km"
Toyota Camry 2.0Q - 2023, Xe mới,1 Tỷ 185 Triệu,TP HCM,https://bonbanh.com/xe-toyota-camry-2.0q-2023-4279230," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 4279230,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  2.0 L,Đen,Kem,5 chỗ,4 cửa,
Mazda CX5 2.0 Premium - 2020, Xe cũ,765 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-5416205," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 40,000 km ... ",Mã: 5416205,2020.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa,"40,000 Km"
Toyota Vios 1.5E CVT - 2021, Xe cũ,435 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2021-5433809," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 60,000 km ... ",Mã: 5433809,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Kem,5 chỗ,4 cửa,"60,000 Km"
Mercedes Benz GLA class GLA 45 AMG 4Matic - 2018, Xe cũ,1 Tỷ 550 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-gla_class-gla-45-amg-4matic-2018-4989702," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 41,000 km ... ",Mã: 4989702,2018.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,"41,000 Km"
Honda City 1.5 - 2020, Xe cũ,425 Triệu,Hà Nội,https://bonbanh.com/xe-honda-city-1.5-2020-5431880," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 60,000 km ... ",Mã: 5431880,2020.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,-,5 chỗ,4 cửa,"60,000 Km"
Toyota Vios 1.5G - 2018, Xe cũ,422 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5g-2018-5437120," *Xe lắp ráp trong nước, màu cát, máy xăng 1.5 L, số tự động, đã đi 59,000 km ... ",Mã: 5437120,2018.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Cát,Kem,5 chỗ,4 cửa,"59,000 Km"
Hyundai Accent 1.4 MT - 2021, Xe cũ,400 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2021-5411348," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tay ... ",Mã: 5411348,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.4 L,Trắng,Đen,5 chỗ,4 cửa,0 Km
Hyundai Avante 1.6 AT - 2012, Xe cũ,295 Triệu,Hậu Giang,https://bonbanh.com/xe-hyundai-avante-1.6-at-2012-5302703," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động, đã đi 115,000 km ... ",Mã: 5302703,2012.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Trắng,Xám,5 chỗ,4 cửa,"115,000 Km"
Kia Morning LX 1.1 MT - 2009, Xe cũ,139 Triệu,Hậu Giang,https://bonbanh.com/xe-kia-morning-lx-1.1-mt-2009-5424731," *Xe lắp ráp trong nước, màu xám, máy xăng 1.1 L, số tay, đã đi 161,000 km ... ",Mã: 5424731,2009.0,Xe đã dùng,Lắp ráp trong nước,Hatchback,Xăng  1.1 L,Xám,Ghi,5 chỗ,5 cửa,"161,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 229 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4868703," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 500 km ... ",Mã: 4868703,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,500 Km
Mercedes Benz V class V250 AMG - 2023, Xe mới,3 Tỷ 669 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-v_class-v250-amg-2023-5259301," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5259301,2023.0,Xe mới,Nhập khẩu,Van/Minivan,Xăng  2.0 L,Đen,Kem,6 chỗ,5 cửa,
Toyota Sienna Platinum 2.5 AT AWD - 2020, Xe cũ,3 Tỷ 499 Triệu,TP HCM,https://bonbanh.com/xe-toyota-sienna-platinum-2.5-at-awd-2020-5323735," *Xe nhập khẩu, màu xanh, xe hybrid 2.5 L, số tự động, đã đi 32,000 km ... ",Mã: 5323735,2020.0,Xe đã dùng,Nhập khẩu,Van/Minivan,Hybrid  2.5 L,Xanh,Nâu,7 chỗ,5 cửa,"32,000 Km"
Suzuki Ertiga Hybrid 1.5 AT - 2023, Xe mới,468 Triệu,TP HCM,https://bonbanh.com/xe-suzuki-ertiga-hybrid-1.5-at-2023-4676408," *Xe nhập khẩu, màu đỏ, xe hybrid 1.5 L, số tự động ... ",Mã: 4676408,2023.0,Xe mới,Nhập khẩu,SUV,Hybrid  1.5 L,Đỏ,Đen,7 chỗ,5 cửa,
Kia Forte EX 1.6 MT - 2010, Xe cũ,245 Triệu,Hậu Giang,https://bonbanh.com/xe-kia-forte-ex-1.6-mt-2010-5435928," *Xe lắp ráp trong nước, màu xám, máy xăng 1.6 L, số tay, đã đi 139,000 km ... ",Mã: 5435928,2010.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Xám,Ghi,5 chỗ,4 cửa,"139,000 Km"
