Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Số Km đã đi:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:
Mazda CX5 2.0 Premium - 2019, Xe cũ,699 Triệu,Hải Dương,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2019-5369504," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 55,000 km ... ",Mã: 5369504,2019.0,Xe đã dùng,"55,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x4 AT - 2021, Xe cũ,1 Tỷ 65 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2021-5421808," *Xe nhập khẩu, màu đen, máy dầu 2.0 L, số tự động, đã đi 40,000 km ... ",Mã: 5421808,2021.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Dầu  2.0 L,Đen,Đen,7 chỗ,5 cửa
Toyota Fortuner 2.5G - 2016, Xe cũ,595 Triệu,TP HCM,https://bonbanh.com/xe-toyota-fortuner-2.5g-2016-5387529," *Xe lắp ráp trong nước, màu xám, máy dầu 2.5 L, số tay, đã đi 115,000 km ... ",Mã: 5387529,2016.0,Xe đã dùng,"115,000 Km",Lắp ráp trong nước,SUV,Dầu  2.5 L,Xám,Kem,7 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2019, Xe cũ,1 Tỷ 389 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2019-5426396," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 32,000 km ... ",Mã: 5426396,2019.0,Xe đã dùng,"32,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Kem,5 chỗ,5 cửa
Kia Carnival Signature 3.5G - 2022, Xe cũ,1 Tỷ 590 Triệu,Đà Nẵng,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2022-5324997," *Xe lắp ráp trong nước, màu đỏ, máy xăng 3.5 L, số tự động, đã đi 24,000 km ... ",Mã: 5324997,2022.0,Xe đã dùng,"24,000 Km",Lắp ráp trong nước,Van/Minivan,Xăng  3.5 L,Đỏ,Nâu,7 chỗ,5 cửa
Kia Carnival Premium 2.2D - 2022, Xe cũ,1 Tỷ 245 Triệu,Hà Nội,https://bonbanh.com/xe-kia-carnival-premium-2.2d-2022-5436621," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.2 L, số tự động ... ",Mã: 5436621,2022.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Trắng,Nâu,7 chỗ,5 cửa
Hyundai Tucson 2.0 AT 4WD - 2011, Xe cũ,375 Triệu,Hải Phòng,https://bonbanh.com/xe-hyundai-tucson-2.0-at-4wd-2011-5429465," *Xe nhập khẩu, màu xám, máy xăng 2.0 L, số tự động, đã đi 127,000 km ... ",Mã: 5429465,2011.0,Xe đã dùng,"127,000 Km",Nhập khẩu,Crossover,Xăng  2.0 L,Xám,Đen,5 chỗ,5 cửa
Mitsubishi Xpander 1.5 AT - 2020, Xe cũ,530 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5407221," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 50,000 km ... ",Mã: 5407221,2020.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa
McLaren 650s Spider - 2014, Xe cũ,7 Tỷ 599 Triệu,TP HCM,https://bonbanh.com/xe-mclaren-650s-spider-2014-5432821," *Xe nhập khẩu, màu đỏ, máy xăng 3.8 L, số tự động, đã đi 38,000 km ... ",Mã: 5432821,2014.0,Xe đã dùng,"38,000 Km",Nhập khẩu,Convertible/Cabriolet,Xăng  3.8 L,Đỏ,Đen,2 chỗ,2 cửa
Suzuki Ciaz 1.4 AT - 2019, Xe cũ,368 Triệu,Hà Nội,https://bonbanh.com/xe-suzuki-ciaz-1.4-at-2019-5379867," *Xe nhập khẩu, màu xám, máy xăng 1.4 L, số tự động, đã đi 30,000 km ... ",Mã: 5379867,2019.0,Xe đã dùng,"30,000 Km",Nhập khẩu,Sedan,Xăng  1.4 L,Xám,Đen,5 chỗ,4 cửa
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 300 Triệu,Nghệ An,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5446198," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 20 km ... ",Mã: 5446198,2022.0,Xe đã dùng,20 Km,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Nâu,5 chỗ,5 cửa
Toyota Zace DX - 2003, Xe cũ,145 Triệu,TP HCM,https://bonbanh.com/xe-toyota-zace-dx-2003-5405882," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.8 L, số tay, đã đi 110,000 km ... ",Mã: 5405882,2003.0,Xe đã dùng,"110,000 Km",Lắp ráp trong nước,SUV,Xăng  1.8 L,Xanh,Xám,8 chỗ,5 cửa
Hyundai Tucson 1.6 AT Turbo Đặc biệt - 2021, Xe cũ,820 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-dac-biet-2021-5398365," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động, đã đi 50,000 km ... ",Mã: 5398365,2021.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Crossover,Xăng  1.6 L,Trắng,Kem,5 chỗ,5 cửa
Toyota Prado TXL 2.7L - 2010, Xe cũ,699 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2010-5343005," *Xe nhập khẩu, màu đen, máy xăng 2.7 L, số tự động, đã đi 180,000 km ... ",Mã: 5343005,2010.0,Xe đã dùng,"180,000 Km",Nhập khẩu,SUV,Xăng  2.7 L,Đen,Kem,7 chỗ,5 cửa
Ford Focus Trend 1.5L - 2018, Xe cũ,410 Triệu,TP HCM,https://bonbanh.com/xe-ford-focus-trend-1.5l-2018-5097754," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 60,000 km ... ",Mã: 5097754,2018.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,Kem,5 chỗ,4 cửa
Mercedes Benz E class E300 AMG - 2019, Xe cũ,1 Tỷ 490 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2019-5453893," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 60,000 km ... ",Mã: 5453893,2019.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Nâu,5 chỗ,4 cửa
Toyota Vios G - 2007, Xe cũ,135 Triệu,Quảng Nam,https://bonbanh.com/xe-toyota-vios-g-2007-5367216," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tay ... ",Mã: 5367216,2007.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Nâu,5 chỗ,4 cửa
Toyota Vios 1.5G - 2012, Xe cũ,279 Triệu,Phú Thọ,https://bonbanh.com/xe-toyota-vios-1.5g-2012-5432997," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động, đã đi 89,000 km ... ",Mã: 5432997,2012.0,Xe đã dùng,"89,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Kem,5 chỗ,4 cửa
Mazda cx3 Premium 1.5 AT - 2023, Xe mới,629 Triệu,Hải Phòng,https://bonbanh.com/xe-mazda-cx3-premium-1.5-at-2023-4077984," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 4077984,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng  1.5 L,Trắng,Đen,5 chỗ,5 cửa
Hyundai i10 1.2 AT - 2022, Xe cũ,389 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-i10-1.2-at-2022-5413948," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.25 L, số tự động, đã đi 1,800 km ... ",Mã: 5413948,2022.0,Xe đã dùng,"1,800 Km",Lắp ráp trong nước,Hatchback,Xăng  1.25 L,Đỏ,Đen,5 chỗ,5 cửa
BMW 5 Series 523i - 2011, Xe cũ,418 Triệu,TP HCM,https://bonbanh.com/xe-bmw-5_series-523i-2011-5351235," *Xe nhập khẩu, màu trắng, máy xăng 2.5 L, số tự động, đã đi 98,000 km ... ",Mã: 5351235,2011.0,Xe đã dùng,"98,000 Km",Nhập khẩu,Sedan,Xăng  2.5 L,Trắng,Kem,5 chỗ,4 cửa
BMW 5 Series 535i GT - 2011, Xe cũ,630 Triệu,TP HCM,https://bonbanh.com/xe-bmw-5_series-535i-gt-2011-5099052," *Xe nhập khẩu, màu xanh, máy xăng 3.0 L, số tự động, đã đi 110,000 km ... ",Mã: 5099052,2011.0,Xe đã dùng,"110,000 Km",Nhập khẩu,Sedan,Xăng  3.0 L,Xanh,Kem,5 chỗ,4 cửa
Suzuki XL7 1.5 AT - 2023, Xe mới,529 Triệu,TP HCM,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2023-3437511," *Xe nhập khẩu, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 3437511,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  1.5 L,Đen,Đen,7 chỗ,5 cửa
Kia Sorento GATH 2.4L 2WD - 2014, Xe cũ,485 Triệu,Hà Nội,https://bonbanh.com/xe-kia-sorento-gath-2.4l-2wd-2014-5418238," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.4 L, số tự động, đã đi 140,000 km ... ",Mã: 5418238,2014.0,Xe đã dùng,"140,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Trắng,Đen,7 chỗ,5 cửa
Toyota Prado GX 2.7 AT - 2008, Xe cũ,595 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-prado-gx-2.7-at-2008-4724699," *Xe nhập khẩu, màu kem, máy xăng 2.7 L, số tự động, đã đi 102,000 km ... ",Mã: 4724699,2008.0,Xe đã dùng,"102,000 Km",Nhập khẩu,SUV,Xăng  2.7 L,Kem,Kem,7 chỗ,5 cửa
Mitsubishi Triton Athlete 4x4 AT - 2023, Xe mới,877 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-2023-5337801," *Xe nhập khẩu, màu trắng, máy dầu 2.4 L, số tự động ... ",Mã: 5337801,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu  2.4 L,Trắng,Nhiều màu,5 chỗ,4 cửa
Bentley Continental GT - 2006, Xe cũ,1 Tỷ 530 Triệu,TP HCM,https://bonbanh.com/xe-bentley-continental-gt-2006-5324582," *Xe nhập khẩu, màu trắng, máy xăng 6.0 L, số tự động, đã đi 85,800 km ... ",Mã: 5324582,2006.0,Xe đã dùng,"85,800 Km",Nhập khẩu,Coupe,Xăng  6.0 L,Trắng,Kem,4 chỗ,2 cửa
Toyota Vios E CVT - 2024, Xe mới,528 Triệu,TP HCM,https://bonbanh.com/xe-toyota-vios-e-cvt-2024-5040619," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 5040619,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Đen,5 chỗ,4 cửa
Hyundai Accent 1.4 AT Đặc Biệt - 2022, Xe cũ,485 Triệu,TP HCM,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5359863," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.4 L, số tự động, đã đi 23,000 km ... ",Mã: 5359863,2022.0,Xe đã dùng,"23,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.4 L,Xanh,Nhiều màu,5 chỗ,4 cửa
VinFast VF6 Eco - 2023, Xe mới,655 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf6-eco-2023-5259398," *Xe lắp ráp trong nước, màu xanh, xe điện , số tự động ... ",Mã: 5259398,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xanh,Nâu,5 chỗ,0 cửa
Volkswagen Touareg Elegance 2.0 TSI - 2023, Xe mới,2 Tỷ 699 Triệu,TP HCM,https://bonbanh.com/xe-volkswagen-touareg-elegance-2.0-tsi-2023-5159940," *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động ... ",Mã: 5159940,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  2.0 L,Xanh,Đen,5 chỗ,5 cửa
Mercedes Benz GLC 250 4Matic - 2016, Xe cũ,868 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2016-5418253," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5418253,2016.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Nâu,5 chỗ,5 cửa
Lexus RX 450h - 2010, Xe cũ,970 Triệu,TP HCM,https://bonbanh.com/xe-lexus-rx-450h-2010-5329652," *Xe nhập khẩu, màu đen, xe hybrid 3.5 L, số tự động, đã đi 96,000 km ... ",Mã: 5329652,2010.0,Xe đã dùng,"96,000 Km",Nhập khẩu,SUV,Hybrid  3.5 L,Đen,Đen,5 chỗ,5 cửa
Honda CRV 2.4 AT - 2010, Xe cũ,325 Triệu,Phú Thọ,https://bonbanh.com/xe-honda-crv-2.4-at-2010-5285619," *Xe lắp ráp trong nước, màu đen, máy xăng 2.4 L, số tự động, đã đi 120,000 km ... ",Mã: 5285619,2010.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Đen,Đen,5 chỗ,5 cửa
Haval H6 HEV - 2023, Xe mới,886 Triệu,TP HCM,https://bonbanh.com/xe-haval-h6-hev-2023-5229252," *Xe nhập khẩu, màu đỏ, xe hybrid 1.5 L, số tự động ... ",Mã: 5229252,2023.0,Xe mới,,Nhập khẩu,SUV,Hybrid  1.5 L,Đỏ,Đen,5 chỗ,5 cửa
Hyundai Tucson 2.0 AT - 2014, Xe cũ,418 Triệu,TP HCM,https://bonbanh.com/xe-hyundai-tucson-2.0-at-2014-5434572," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 76,000 km ... ",Mã: 5434572,2014.0,Xe đã dùng,"76,000 Km",Nhập khẩu,Crossover,Xăng  2.0 L,Trắng,Nâu,5 chỗ,5 cửa
Hyundai SantaFe Premium 2.4L HTRAC - 2020, Xe cũ,888 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-premium-2.4l-htrac-2020-5411171," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.4 L, số tự động, đã đi 57,000 km ... ",Mã: 5411171,2020.0,Xe đã dùng,"57,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Xanh,Nâu,7 chỗ,5 cửa
MG 5 Luxury 1.5 AT - 2023, Xe mới,445 Triệu,Hà Nội,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2023-5249854," *Xe nhập khẩu, màu xám, máy xăng 1.5 L, số tự động ... ",Mã: 5249854,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng  1.5 L,Xám,Đen,5 chỗ,4 cửa
Mitsubishi Xpander Cross 1.5 AT - 2020, Xe cũ,535 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2020-5396790," *Xe nhập khẩu, màu cam, máy xăng 1.5 L, số tự động, đã đi 74,000 km ... ",Mã: 5396790,2020.0,Xe đã dùng,"74,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Cam,Đen,7 chỗ,5 cửa
Toyota Fortuner 2.4G 4x2 MT - 2016, Xe cũ,685 Triệu,Bắc Giang,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2016-5421302," *Xe nhập khẩu, màu bạc, máy dầu 2.4 L, số tay ... ",Mã: 5421302,2016.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Dầu  2.4 L,Bạc,Đen,7 chỗ,5 cửa
VinFast VF6 Base - 2024, Xe mới,675 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf6-base-2024-5415185," *Xe lắp ráp trong nước, màu xanh, xe điện , số tự động ... ",Mã: 5415185,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện  0.6 L,Xanh,Đen,5 chỗ,5 cửa
MG ZS Luxury 1.5 AT 2WD - 2023, Xe mới,510 Triệu,Hà Nội,https://bonbanh.com/xe-mg-zs-luxury-1.5-at-2wd-2023-5182569," *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5182569,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng  1.5 L,Đỏ,Đen,5 chỗ,5 cửa
Porsche Panamera Turbo - 2009, Xe cũ,1 Tỷ 880 Triệu,TP HCM,https://bonbanh.com/xe-porsche-panamera-turbo-2009-5289231," *Xe nhập khẩu, màu xanh, máy xăng 4.8 L, số tự động, đã đi 40,000 km ... ",Mã: 5289231,2009.0,Xe đã dùng,"40,000 Km",Nhập khẩu,Sedan,Xăng  4.8 L,Xanh,Kem,4 chỗ,4 cửa
Lexus GX 460 - 2011, Xe cũ,1 Tỷ 750 Triệu,Phú Thọ,https://bonbanh.com/xe-lexus-gx-460-2011-5383798," *Xe nhập khẩu, màu trắng, máy xăng 4.6 L, số tự động, đã đi 80,450 km ... ",Mã: 5383798,2011.0,Xe đã dùng,"80,450 Km",Nhập khẩu,SUV,Xăng  4.6 L,Trắng,Ghi,7 chỗ,5 cửa
Ford EcoSport Titanium 1.5L AT - 2019, Xe cũ,429 Triệu,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-5434324," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.5 L, số tự động, đã đi 68,500 km ... ",Mã: 5434324,2019.0,Xe đã dùng,"68,500 Km",Lắp ráp trong nước,SUV,Xăng  1.5 L,Bạc,Đen,5 chỗ,5 cửa
Lexus LX 570 - 2014, Xe cũ,2 Tỷ 900 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-2014-5322460," *Xe nhập khẩu, màu vàng, máy xăng 5.7 L, số tự động, đã đi 69,000 km ... ",Mã: 5322460,2014.0,Xe đã dùng,"69,000 Km",Nhập khẩu,SUV,Xăng  5.7 L,Vàng,Nâu,7 chỗ,5 cửa
Toyota Hiace 3.0 - 2017, Xe cũ,737 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-hiace-3.0-2017-5392938," *Xe nhập khẩu, màu bạc, máy dầu 3.0 L, số tay, đã đi 79,000 km ... ",Mã: 5392938,2017.0,Xe đã dùng,"79,000 Km",Nhập khẩu,Van/Minivan,Dầu  3.0 L,Bạc,Xám,16 chỗ,4 cửa
Thaco Towner Van 5S - 2021, Xe cũ,198 Triệu,Hà Nội,https://bonbanh.com/xe-thaco-towner-van-5s-2021-5443287," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tay ... ",Mã: 5443287,2021.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Xăng  1.4 L,Trắng,Đen,5 chỗ,5 cửa
LandRover Range Rover Autobiography LWB 5.0 - 2014, Xe cũ,4 Tỷ 99 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2014-5445074," *Xe nhập khẩu, màu đen, máy xăng 5.0 L, số tự động, đã đi 40,000 km ... ",Mã: 5445074,2014.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng  5.0 L,Đen,Nâu,4 chỗ,5 cửa
Toyota Camry 2.0G - 2020, Xe cũ,830 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.0g-2020-5408751," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 33,000 km ... ",Mã: 5408751,2020.0,Xe đã dùng,"33,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Trắng,Kem,5 chỗ,4 cửa
Mitsubishi Xpander 1.5 AT - 2022, Xe cũ,540 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2022-5444720," *Xe nhập khẩu, màu đen, máy xăng 1.5 L, số tự động, đã đi 50,000 km ... ",Mã: 5444720,2022.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Đen,Đen,7 chỗ,5 cửa
Mercedes Benz S class S400L - 2015, Xe cũ,1 Tỷ 450 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2015-5081135," *Xe lắp ráp trong nước, màu đen, máy xăng 3.0 L, số tự động, đã đi 60,000 km ... ",Mã: 5081135,2015.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng  3.0 L,Đen,Nâu,5 chỗ,4 cửa
Lexus NX 350 F-Sport - 2023, Xe mới,3 Tỷ 130 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-nx-350-f-sport-2023-5361043," *Xe nhập khẩu, màu trắng, máy xăng 2.4 L, số tự động ... ",Mã: 5361043,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  2.4 L,Trắng,Đỏ,5 chỗ,5 cửa
Lexus LX 570 - 2011, Xe cũ,1 Tỷ 790 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-2011-5419284," *Xe nhập khẩu, màu đen, máy xăng 5.7 L, số tự động, đã đi 100,000 km ... ",Mã: 5419284,2011.0,Xe đã dùng,"100,000 Km",Nhập khẩu,SUV,Xăng  5.7 L,Đen,Nâu,7 chỗ,5 cửa
Honda Civic G 1.8 AT - 2019, Xe cũ,576 Triệu,TP HCM,https://bonbanh.com/xe-honda-civic-g-1.8-at-2019-5432344," *Xe nhập khẩu, màu trắng, máy xăng 1.8 L, số tự động, đã đi 66,000 km ... ",Mã: 5432344,2019.0,Xe đã dùng,"66,000 Km",Nhập khẩu,Sedan,Xăng  1.8 L,Trắng,Đen,5 chỗ,4 cửa
Toyota Vios E CVT - 2022, Xe cũ,465 Triệu,Hải Dương,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-5208029," *Xe lắp ráp trong nước, màu vàng, máy xăng 1.5 L, số tự động, đã đi 20,000 km ... ",Mã: 5208029,2022.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Vàng,Kem,5 chỗ,4 cửa
BMW 7 Series 735i M Sport - 2023, Xe mới,4 Tỷ 499 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-7_series-735i-m-sport-2023-5236746," *Xe nhập khẩu, màu trắng, máy xăng 3.0 L, số tự động ... ",Mã: 5236746,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng  3.0 L,Trắng,Nâu,5 chỗ,4 cửa
Hyundai Tucson 2.0 AT Đặc biệt - 2023, Xe mới,814 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2023-5234348," *Xe lắp ráp trong nước, màu cát, máy xăng 2.0 L, số tự động ... ",Mã: 5234348,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Cát,-,5 chỗ,5 cửa
Mercedes Benz C class C200 Avantgarde - 2023, Xe mới,1 Tỷ 599 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2023-5310036," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 5310036,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Nâu,5 chỗ,4 cửa
Mitsubishi Lancer Fortis 1.8 AT - 2009, Xe cũ,238 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-lancer-fortis-1.8-at-2009-5435815," *Xe nhập khẩu, màu đen, máy xăng 1.8 L, số tự động, đã đi 140,000 km ... ",Mã: 5435815,2009.0,Xe đã dùng,"140,000 Km",Nhập khẩu,Sedan,Xăng  1.8 L,Đen,Đen,5 chỗ,4 cửa
BMW 3 Series 320i - 2016, Xe cũ,699 Triệu,Long An,https://bonbanh.com/xe-bmw-3_series-320i-2016-5433329," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 67,000 km ... ",Mã: 5433329,2016.0,Xe đã dùng,"67,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Trắng,Kem,5 chỗ,4 cửa
Ford EcoSport Titanium 1.5 AT - 2021, Xe cũ,480 Triệu,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.5-at-2021-5453196," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 51,000 km ... ",Mã: 5453196,2021.0,Xe đã dùng,"51,000 Km",Lắp ráp trong nước,SUV,Xăng  1.5 L,Trắng,Đen,5 chỗ,5 cửa
Mercedes Benz GLC 250 4Matic - 2019, Xe cũ,1 Tỷ 199 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2019-5400840," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 57,600 km ... ",Mã: 5400840,2019.0,Xe đã dùng,"57,600 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa
Ford Ranger XL 2.2L 4x4 MT - 2013, Xe cũ,309 Triệu,TP HCM,https://bonbanh.com/xe-ford-ranger-xl-2.2l-4x4-mt-2013-5453278," *Xe nhập khẩu, màu xanh, máy dầu 2.2 L, số tay, đã đi 125,000 km ... ",Mã: 5453278,2013.0,Xe đã dùng,"125,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  2.2 L,Xanh,Đen,5 chỗ,4 cửa
Hyundai Creta Cao cấp 1.5 AT - 2022, Xe cũ,675 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-creta-cao-cap-1.5-at-2022-5448155," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 18,000 km ... ",Mã: 5448155,2022.0,Xe đã dùng,"18,000 Km",Nhập khẩu,Crossover,Xăng  1.5 L,Trắng,Đen,5 chỗ,5 cửa
Ford Territory Trend 1.5 AT - 2023, Xe mới,741 Triệu,Đà Nẵng,https://bonbanh.com/xe-ford-territory-trend-1.5-at-2023-5303260," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 5303260,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đen,Nhiều màu,5 chỗ,5 cửa
Honda City RS 1.5 AT - 2023, Xe mới,574 Triệu,Đồng Nai,https://bonbanh.com/xe-honda-city-rs-1.5-at-2023-5080042," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5080042,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa
Kia Ray 1.0 AT - 2012, Xe cũ,480 Triệu,Bình Dương,https://bonbanh.com/xe-kia-ray-1.0-at-2012-5335558," *Xe nhập khẩu, màu xanh, máy xăng 1.0 L, số tự động, đã đi 59,000 km ... ",Mã: 5335558,2012.0,Xe đã dùng,"59,000 Km",Nhập khẩu,Van/Minivan,Xăng  1.0 L,Xanh,Đen,5 chỗ,5 cửa
